vote_id,comment_id
130344573,84319635
240364058,75862616
207687112,95638194
206704299,115921759
219623878,115921759
8190760,95411142
57145598,72380323
17071543,46504982
125112561,95822075
194492678,95638194
233131608,2379174
93460936,88396655
246201669,122969735
228749769,95410989
65156737,95821892
36651892,95823477
240148226,7143475
239554692,75862616
135960002,122969735
137559411,47227160
46780656,107631122
200054888,71487960
182204801,6811735
234522250,69725676
234668353,93022165
90643290,68826126
181865878,115921759
57369133,101545114
24337022,71209449
22950450,79510724
37132658,34728374
58891352,89228077
187277428,7143475
155986136,79705400
73142359,86049379
227282203,3635195
228549862,73678343
233480622,89991359
167780511,69278034
97773765,69725808
38339631,86049049
32068800,84319813
87290012,69277853
104555266,70748503
45242936,115922389
23903993,61546978
149113798,95019637
226325435,70748503
14883902,123524292
105264738,122969735
85264795,31607516
31344618,93022295
187706530,75862711
200146189,85728212
65709894,79509332
175466936,47227160
86821589,84319880
117077527,85726786
253679255,95821892
116580633,69278034
137246570,1951650
161259988,88396655
36299045,85728212
7951044,71209449
220327156,102285333
208061681,1951650
160035948,67350078
195627186,46794237
79534225,1951606
169124018,69277853
93166407,95638194
199639695,79510571
43733102,102285333
252893378,77864463
143793312,95821892
87040054,6810278
227064186,49778408
214483327,79510724
155925062,79509202
202061026,71209468
38061511,79060611
58007758,11863382
91861615,4634539
228138894,73678343
162771929,75805033
50466373,46504982
202095279,86049379
72228914,71209685
85385770,79510571
207503918,84319880
53172367,71487960
99504309,67350078
165074710,79510724
180497843,9210642
181019666,11863788
138222491,71487960
52653025,100373741
29937661,89991359
123903054,95389827
25117791,75862587
18111405,73678343
64124980,73563662
213110037,86049379
71532063,95823449
29633141,95821892
142459998,92070886
251706531,6240739
44407077,46504982
64779396,89228416
253203361,88396655
90363304,71487960
99078715,49778456
15294597,77878777
10685691,58623856
251855166,72380323
228179130,67350330
16769929,4632074
43679834,68877987
73616392,34728374
118612110,6950463
234546274,75862616
155904709,123524292
91258625,95823449
248515843,102285333
215319498,89043042
60126994,100373741
207859146,86049379
36536484,73610181
45570289,79512084
136541338,115921759
111422047,79508879
104435332,126087055
10901850,93021324
249943596,79508822
91302452,79510494
193465759,73678343
92013766,9260491
31745950,69286472
213971079,61548819
235765222,84319761
71299451,79705225
109970333,86049049
109729198,95389827
141958365,100380758
142829324,79510724
219424189,77878777
46444914,70395867
117699277,75862616
59093136,95390657
52435816,95823629
135635360,95019637
247073195,6240739
65782747,6950463
111237598,106865254
37509769,95823477
78817207,69725658
246412818,46504982
46981963,79508822
233222141,100373741
18183412,123524292
24104211,69284507
214589586,5735652
154736549,85728212
22636216,89228416
30388236,73563662
233008378,95821892
79446343,4631942
24139263,99338158
51873128,9210642
73844698,95410989
150503394,69725676
202918302,89228416
174032647,8849188
149286448,77878777
83648368,75862587
23119672,11863788
12055737,6950463
66131871,34728374
119003424,93022295
200459291,69278034
124357528,95841376
101520749,70748503
206787248,31607516
53601501,6238716
168741444,55661918
77961701,75191840
149076112,89228416
168650590,79509332
126099309,95389324
200225152,95410989
78669737,95389324
23405755,84319635
168024562,4634539
239618620,1951650
149621422,1903398
200904454,1629877
206217650,108833643
130527518,11863382
169069197,95019637
150146448,6240739
136468780,95638194
240289055,75862616
17494916,6240739
84120834,1518743
194252904,71209449
169164533,4632193
14875862,68826126
212996534,6769028
208536378,1518743
118083338,11863382
188607167,99338158
77314872,75805033
163818624,69277853
239586902,95841376
119870819,73565199
176209035,75862833
31327801,11863382
131498359,95390073
78077056,84319761
199762879,106865254
130847274,44394311
24199596,95390984
15494386,61568467
201971464,68934354
124032685,79508879
202246533,89043055
150936665,1957168
183069587,4632028
214284299,95841376
59155563,84319813
181118081,81060081
70926919,85728212
73816926,6940814
106500788,92078891
182346722,6940814
50334736,84319635
22475692,79705225
45942414,125618895
175738756,4632193
51144777,95411142
58890869,3635199
129642762,89228077
207292789,49778408
29805263,115921759
31823630,69725658
182272465,79509332
29617536,67350330
23380471,79512084
158347601,72380323
72494945,6823476
72134545,71209433
63778997,92078891
130718946,100373741
32213538,123524292
181789581,6950463
234794650,73678343
242107687,95390073
150254651,6240739
46019296,79510494
246680846,100380758
70506102,71487960
12031250,77878777
32065764,4632028
200290942,95821892
149889958,61568467
38449259,71209449
30366194,4631942
23178394,44394311
29888274,9260491
228470713,73565199
71887167,73610181
129987232,1904674
157865696,6769028
91652257,88396195
43389790,47227082
119283461,69277853
155874390,79705400
207896807,93022295
235371323,3635199
156464970,67350078
233393212,95390984
125103405,79705225
47173084,106865254
14886146,6811735
227468011,95390068
235345220,79510571
111504383,1951606
73322964,1518743
232239691,95390657
161831186,79060611
228862015,9210642
30541498,101545114
215160427,77878777
157310236,106865254
144046853,79510388
38717212,71209685
124588790,85728212
201644869,93022295
100049751,89228077
227700516,49778456
93690962,67844594
37390291,93022295
156671064,68877987
174305456,47227082
24368509,106865254
252927800,1901511
43569039,100373741
189218014,73678343
77578858,1629877
22570571,4632074
180566344,115921759
143825777,9210642
56867323,95390073
226790908,69277853
73845894,100380758
201273321,71209685
181002198,4632028
162748049,61548819
11670383,69277876
51998363,75862616
227578657,1904674
170497718,6238716
161343708,79509202
245200489,49778408
58019553,4632074
252031464,34728374
15182025,34728374
30035858,49778408
17453353,73565199
77582725,88396655
57968285,89043055
175494274,44394311
92914503,4632193
24827584,4634539
71874902,70395867
10535355,81060081
139150011,70748503
123513419,47227126
208146197,95638194
52029679,69277876
71917639,84319880
187658869,72380323
195160258,79705169
53900815,77864463
57432180,75805033
139260615,68934354
253320910,79705400
29941854,71209468
29487079,6238716
240143340,93022165
219942093,92070886
29686576,6810278
162158288,89043042
70599056,92078891
22655289,34728374
143634245,6240739
206051048,95841376
129296592,55661918
15290416,11863788
227282071,6810278
200414957,72380323
138872758,89991359
181550040,6769028
57666538,86049379
212716398,73610181
97168578,84319761
194161767,86049379
168380903,95390984
97232814,67844594
168693763,73565199
61161758,46504982
83580211,79508879
228144497,47227126
97914770,68934354
16899571,69284507
248383585,75862587
138088695,86049379
144432333,79510724
193991184,49778456
92121763,6240739
238902878,61568467
168238290,79510494
194119101,107631122
136359879,75862833
228381614,84319761
150276655,79510494
65934157,73678343
253221990,100380395
15229988,95821892
91993881,79060611
188667373,69277853
44313307,1951650
234412030,1629877
245826849,8849188
66299662,73678343
51927906,79512084
226741844,93022165
144398767,1903398
241390579,95823629
193774862,79509202
227454846,79510388
37038130,79705225
109970513,92070886
256105793,73563662
252601568,4632074
31728218,85728212
201479338,73678343
39934077,67350078
251457225,72380323
110111969,75805033
220508794,71487960
226193227,95389324
65449074,69725658
205972640,69277853
188946708,68934354
162093140,70395867
8123105,61546978
130846182,95410989
50238941,9260491
8196741,72380323
206089597,1951650
15298124,77878777
194878245,61548819
240781307,6238716
57103445,71209449
45162493,1904674
183310214,92078891
71517885,6769028
37336555,67350078
47210075,79510388
52097070,11863788
143534650,1957168
161782450,61568467
22332910,89991359
29666644,84319813
175806137,1903398
195495220,49778408
15378473,6940858
25007644,11863382
78585345,46794237
252017826,6811735
130208213,102285333
206889823,115922389
221185387,95019637
206359643,79510388
23122474,6769028
104390700,126087055
226810978,86049379
234686609,6823476
66364147,95411142
254299161,9260491
248949499,108833643
137481755,95410989
23612239,61548819
77754680,58623856
176168269,6940814
85206147,100373741
187423368,31607516
154892218,79510724
24155411,95638194
15687966,1951650
187993972,86049049
87058594,79705169
239965484,95841376
212750880,61568467
46115908,72380323
98353238,1951650
168865120,58623856
56880591,69277979
86248742,75862616
163261151,77864463
163420898,84319635
137827039,6940814
63770932,85726786
123246129,9210642
193879148,4631942
31215784,106865254
188279350,71209433
29638883,79508822
232361919,115921759
22829689,71209468
2240198,102285450
181295238,79509332
78412251,61548819
195630805,79510571
91474871,6810278
182255267,9210642
193623140,95823449
38922373,84319880
57833391,79510724
253990562,67350078
187853239,71487960
182632045,72380323
228564170,107631122
181355497,1901511
71452296,115921759
189152945,73610181
77733032,71216392
163741567,67844594
155207981,47227126
247175257,79508822
200161045,9210642
129452740,89228416
16798617,6810278
214639705,61546978
163112235,77864463
247601823,49778408
64690344,95638194
162733973,70917083
214684527,11863382
253220796,72380323
162156616,126087055
219660340,92078891
254056754,58623856
84791079,89228077
57841111,123524292
124525946,79705225
24989782,71209468
15300971,1629877
164359845,75862711
182161907,79509202
117312977,79508822
118823394,61548819
174613602,77864463
213641511,84319635
105778254,58623856
149808361,95019637
3556724,5919519
124041456,84319761
15082789,71209433
23667270,88396655
181198731,69725658
2856673,79509058
106090370,1901511
98603674,1901511
249022828,6240739
130386795,72380323
44445370,47227160
62850942,79510494
235500429,47227126
155980478,102285333
15800861,7143475
144256172,79705169
43522242,6238716
249908361,49778408
72393401,84319880
124829761,75191840
24295544,107631122
131882314,1903398
92190147,34728374
37269478,95638194
239591729,95390073
214337682,55661918
111170650,71209433
142149593,89043042
99147287,79510571
249796352,1901511
149374302,95821892
136549599,69284507
3482803,75862587
131071182,5735652
93431895,95822075
50500711,126087055
239401693,71487960
77320008,89043042
176506266,6950463
83586090,84319635
180774864,6950463
110224013,93021324
43299617,73563662
3589734,106865254
129197211,4634539
77172304,1904674
90750911,79060611
148543926,55661918
116423665,101545114
202147138,6940814
181256816,95822075
73625566,61546978
104143891,4631942
91036220,108833643
157719353,86049049
44082412,95389827
180697922,49778408
232553359,73563662
181236157,72380323
249317676,69286472
78465610,6950463
11585835,93021324
61530181,79705400
239662965,4632193
93657316,72380323
118143948,69277853
137777852,95390068
53414076,55661918
109970250,46504982
161299454,6823476
180603985,67350078
98868355,69277853
104690055,1951606
110724038,69725808
44211893,9210642
15015898,100380395
156286779,75862833
221315892,95638194
119466052,73678343
188087342,95823477
72096542,72380323
111589900,72380323
226503754,84319880
233683478,95823477
206304885,69725658
228831522,86049049
169119949,71216392
167665019,125618895
44575330,69725658
161496938,95821892
228683833,1629877
182128299,69725658
79431530,85726786
79188659,95822075
214970771,49778408
234628983,68826126
138145754,31607516
50490791,71209449
7590976,9210642
84069102,73678343
61661138,6823404
29761233,34728374
25084732,46504982
16089051,88396195
90520896,100373741
72527012,95411142
23161954,6240739
220921721,55661918
124624707,71487960
59282841,49778456
30370195,79060611
71569223,4634539
91956358,68826126
130669388,68934354
51282769,58623856
24234395,79060611
138207958,79509058
124352925,86049379
124273494,8849188
59681375,115922389
52602985,69278034
187705524,47227160
180627068,70395867
44150579,1951606
36342430,95823477
136312801,71216392
123571633,70917083
252263011,95411142
52268003,101545114
212660348,70748503
167670776,44394311
45325892,69725676
234875548,46504982
220313333,79510388
31594371,79509058
233943572,4632028
143339099,71209449
131204875,6950463
30853450,9260491
117040809,31607516
44921890,55661918
59184451,49778408
206827939,101545114
51904044,125618895
50678667,95389324
60519853,101545114
8338836,6811735
131069359,115922389
37123459,79060611
148764612,99338158
103783967,79512084
104158639,75805033
227042925,69725808
168231953,95822075
96815203,44394311
150027833,71209449
18133430,9210642
175414336,55661918
29607734,4631942
118109161,84319635
167747652,67350330
22870890,85726786
45391008,125618895
199713998,93022165
200859919,6823404
84720306,106865254
219146470,95821892
58636975,3635199
164390239,108833643
30338738,69277853
52242500,95389827
155685528,75191840
78237801,49778456
58242920,71209468
238605828,69277853
3942820,115922389
50805342,84319813
99816312,2379174
129588514,95841376
46464662,69277853
241096178,47227126
23926735,46794237
142386054,95390984
111362250,1951606
59542927,85726786
73476866,3635199
29802688,71216392
206718517,3635195
98201615,75862616
30164064,61546978
63689757,1629877
57962229,11863788
72151849,100380758
130491894,4632028
109873413,1901511
144563225,3635195
72105355,6950463
156824938,61568467
200210822,71487960
232138764,71209685
45431102,79510494
59029398,69725658
90915183,108833643
116289856,93022295
233884091,6238716
36715023,68934354
226823223,69725676
86971573,122969735
17774490,93022165
43668524,81060081
91763410,49778456
215449226,79705400
254254190,73678343
45203347,69284507
106655704,69277979
93594428,107631122
155613113,72380323
57430980,125618895
103734556,84319813
162764693,93021324
221359749,84319761
245350167,6240739
67404085,71209685
158382336,95019637
52147861,95638194
240027440,95823629
129810831,122969735
92148153,1518743
65073629,95411142
124194657,71209433
237766180,79510724
221202129,106865254
45065646,75862587
124344530,79510571
83752135,95390073
84179521,1951650
196932398,11863382
170147207,79510724
123633628,99338158
206771998,77864463
131767384,72380323
36688679,69277979
112611689,79508822
57956370,79510571
199718997,75862587
129666736,79510724
186887962,72380323
207669539,79705169
106611801,95823449
58521493,100380740
83705626,67844594
98057333,46794237
232211612,115922389
1360603,73565199
91297678,73610181
85016237,79509058
73418424,95389827
120067042,7143475
40170736,95823449
110316677,122969735
193371393,5919519
143206055,100380740
175741111,4631942
253096837,4632028
24543184,79508822
110026847,77878777
92345794,125618895
181145534,95390068
129592317,6940858
200457678,1903398
9027713,44394311
168380785,95638194
15838748,79060611
180704521,75862833
130786997,1903398
144404925,79512084
235064737,70395867
111980849,69284507
148599093,100380758
135968105,7143475
77759465,95390657
199925344,71209449
43885333,95410989
112142674,81060081
163730498,75191840
162155945,4634539
239627924,69286472
130832803,69725808
213054088,77878777
220760467,47227126
220473263,75862711
130309291,69286472
130339482,71209685
58430924,75862711
142956520,79510571
97583542,44394311
252901752,100380758
37683014,5919519
44027271,71487960
18368222,79509058
50875046,77864463
15626363,61546978
31623761,77864463
51282620,95390068
131827214,89228077
168478847,49778408
90360929,95823477
60963270,102285333
137754786,89228416
254389255,95390984
15618571,11863382
45290751,79509058
64180715,95390068
137739459,71209433
213039931,1957168
149902448,55661918
164530976,1903398
111021907,126087055
85791137,6240739
30871266,95823629
180797310,88396655
105190867,6950463
200808036,79510724
144632336,89228077
39076980,125618895
123375529,84319813
103631834,6769028
247161412,73678343
188375427,95389324
144480138,71216392
24587524,68826126
70303399,93021324
194576493,95823477
24456866,79510571
92060364,89228077
155726972,79510571
72963909,69277979
24228631,84319761
44263085,61548819
73463282,69725808
175732900,1903398
92168291,100380740
142495972,68826126
76958877,125618895
24719539,89228077
252295242,95390068
129375997,46504982
169177288,95389324
159603024,101545114
72750139,6823404
79343727,88396195
181188604,71209685
22682547,1951606
103813104,4632193
180971172,47227126
11879361,31607516
16970145,89043055
106004007,6823476
122632911,89043042
118910334,84319635
59424504,100380395
57635878,93022165
110246400,79512084
227123293,31607516
170064972,81060081
73430855,86049379
85260418,70748503
73845038,126087055
90992710,85726786
206472287,75805033
38263428,95823477
23160305,69286472
90660997,95823629
77685829,89228416
187937427,93022165
87176810,75862587
22729184,6810278
45308473,73563662
176458904,69277979
24336643,86049049
135527633,34728374
23717659,95410989
91571779,67844594
104707779,75862587
51243029,79060611
245466358,95390984
130784208,79508822
193377239,67350330
93746480,95390068
202070621,11863382
86774685,71209433
73073524,71487960
187356159,6240739
175047425,95390984
72559882,79705400
187756629,4632074
123195560,72380323
148326137,123524292
91202911,77878777
158145688,79509058
249300457,68877987
3894004,73563662
234473637,68826126
100134514,115921759
247488419,1904674
248176179,69277876
131649955,79509058
92188443,6238716
17137281,92070886
45926283,70748503
63690091,88396195
50404751,69286472
240889540,1957168
214254845,99338158
111328290,6940858
46722998,95638194
79014218,79705400
71054155,49778456
167893200,1957168
213881291,79512084
249927288,89228416
65099313,11863788
37898459,6811735
174337915,34728374
31033177,68934354
220973965,72380323
39300164,11863788
252027942,7143475
52290149,3635195
213891225,95823629
94054879,46794237
50254288,71209685
24928850,44394311
168880234,95823449
11386289,69284507
234172775,79512084
130065233,75862711
253136035,69278034
249074874,69277876
247583901,70917083
103425652,5919519
85259196,4632074
162795810,69725676
137191776,85726786
213674844,47227082
84084557,79510571
137349212,11863382
149333243,6238716
98929228,100380740
214180408,79509332
86523972,77864463
148715032,67350330
187345780,88396655
156914470,73610181
116784392,95821892
135954967,72380323
187646434,6940858
246643628,1629877
116347679,95841376
240761386,95411142
66033239,72380323
246073936,1957168
112610931,89043055
183255678,2379174
220167348,68877987
10569687,4631942
22708140,71209449
155060209,85728212
168257089,68826126
240872737,95841376
200022802,67350078
164500046,95823477
90237055,123524292
16693824,1903398
136580970,69277876
93546303,77864463
130894283,68826126
226032475,3635199
232916336,6810278
245725361,86049379
163153931,6823476
235775044,69725658
253102919,1904674
163417399,79510388
8298570,88396655
190352566,95389827
18218096,1951650
201446159,75862711
3855969,67350330
194246070,1903398
235755908,75805033
129911185,6238716
78359660,95390984
16019898,6811735
103864983,1629877
164154013,11863788
3596907,95389827
194722521,95823477
111464876,47227082
137148899,95390657
233077582,3635195
149360747,4632028
72141784,46794237
195167449,89043055
61549287,115922389
112499738,6810278
247769478,79060611
188755308,108833643
91331818,72380323
207226645,89043042
130560744,5919519
50488683,79508879
24620840,95411142
253055169,68877987
155648492,1951606
61332166,77878777
214133554,79705169
93575943,89043042
132122489,69725676
18175521,115921759
64555805,67350330
117332436,46794237
142763781,69725808
70858316,95411142
51916958,47227082
110456861,77878777
252961657,1629877
63826050,72380323
84269672,95389324
72131324,81060081
22563326,8849188
91929715,71487960
181586195,95638194
187136980,75862616
195818286,95389827
29792523,75191840
235030903,61548819
156889154,31607516
233478894,71209468
38210778,126087055
22918934,99338158
29593549,95823477
3012604,3635199
16105697,81060081
98579413,71216392
65464842,47227160
58791928,84319880
86954708,93021324
182013697,5919519
70386970,100373741
58643824,95638194
78816409,1901511
30134331,6940814
71524138,67844594
111148697,47227126
252826652,93021324
29852248,95822075
111996149,67350330
232496468,115922389
122763665,4632028
105909383,68826126
104153300,77864463
15150267,95019637
24478517,115922389
29712648,4632074
43791163,70748503
253789409,107631122
110802245,95841376
64333114,95389324
58509683,95841376
187618223,92078891
161496550,67844594
36716805,79509202
200327612,1903398
2735328,79705225
11848704,84319761
163218198,6240739
161341152,1951606
125607253,75191840
194637798,55661918
148902878,67350330
92049818,72380323
72277843,6238716
85746804,100380758
212808230,69725676
50737345,71209449
8495969,79705225
181659222,95638194
50640566,95389324
254488107,49778408
125765605,6950463
37316084,108833643
71996670,69725808
182521925,75805033
170028019,69725676
73296576,75862833
17119793,75862587
220900468,77864463
60694938,95823477
239744304,68826126
253680006,6823404
138346841,79508822
